name,site,company,salary,eduBackground,techRequire
Java,深圳·福田区·华强南,地上铁,15-30K·13薪,"5-10年
大专",分布式技术Redis微服务架构中级软件工程师MySQL
Java,深圳·龙华区·观澜,福特智能,15-18K,"3-5年
大专",服务器端开发微服务架构架构师中级软件工程师Linux
Java,深圳·南山区·科技园,Shopee,30-60K·15薪,"3-5年
本科",分布式技术多线程SpringDubboRedis微服务架构
Java,深圳·福田区·车公庙,ARSI,5-10K,"3-5年
大专",JavaHTML消息队列后端开发全栈开发Web端
Java,深圳·福田区·新洲,第一创业证券,15-21K,"3-5年
本科",MVC开发微服务架构容器技术SpringSpringMVC
Java,深圳·宝安区·沙井,深联电路,12-20K,"3-5年
本科",Java数据库ERP
Java,深圳·福田区·车公庙,智宝云科,15-18K,"3-5年
本科",服务器端开发SQLHTML分布式技术
Java,深圳·福田区·黄木岗,无限网络,4-5K,"1-3年
大专",PHPPythonHTMLCSSShellSQL
Java,深圳·南山区·科技园,云镝智慧科技有限公司,14-25K,"3-5年
本科",Java微服务架构消息队列多线程分布式技术
Java,深圳·南山区·科技园,华润网络,12-20K·15薪,"1-3年
本科",SpringSpringBootSpringCloudRedisMySQL
Java,深圳·南山区·海岸城,支付宝,20-30K·16薪,"3-5年
本科",Java开发经验Java中大型项目架构设计经验MySQL
Java,深圳·宝安区·西乡,中科云览,5-10K·14薪,"1-3年
本科",微服务架构Linux容器技术服务器端开发IDEA
Java,深圳·福田区·会展中心,中信证券,20-40K,"5-10年
硕士",Java大数据处理经验中大型项目架构设计经验架构师
Java,深圳·光明区·光明,华西米/HSEMI,12-15K,"5-10年
大专",全栈开发WindowsLinuxSpringBootNettyIDEA
Java,深圳·福田区·梅林,云科谷,13-18K,"5-10年
大专",JavaSpringRedis计算机软件
Java,深圳·宝安区·西乡,宝安中心医院,11-20K,"3-5年
本科",前端开发后端开发HIS系统
Java,深圳·福田区·华强北,深圳证券信息有限...,11-20K·14薪,"经验不限
本科",SpringSpringMVCMySQL后端开发
Java,深圳·宝安区·福永,靳信,3-4K,"3-5年
硕士",JavaShellCSSPHPHTML后端工程师SQL
Java,深圳·南山区·科技园,微众银行,30-35K·16薪,"5-10年
本科",大数据SpringSpringMVCMySQL后端开发全栈开发
Java,深圳·南山区·海岸城,蚂蚁集团,20-30K·15薪,"1-3年
本科",Java软件工程师SpringMybatisMVC开发
Java,深圳·龙华区·观澜,捷顺科技,15-30K,"5-10年
本科",SQL分布式技术微服务架构搜索引擎技术SpringCloud
java,深圳·南山区·科技园,炫窝(深圳)网络科技,15-25K,"经验不限
大专",Java
Java,深圳·龙华区·龙华,钱海众鑫,8-12K,"3-5年
大专",后端工程师JavaSpringMySQL
Java,深圳·南山区·科技园,甲晟科技,16-25K,"5-10年
本科",分布式技术消息队列微服务架构搜索引擎技术
Java,深圳·龙华区·龙华,程蝶衣,15-25K,"5-10年
本科",JavaPythonMySQL分布式系统开发经验
Java,深圳·宝安区·新安,中电建华东院深圳公司,16-22K,"3-5年
本科",后端工程师JavaSpringMySQL
Java,深圳·龙岗区·坂田,融意网络,10-15K,"1-3年
学历不限",Java开发经验Java分布式系统开发经验MyBatisSpring
Java,深圳·南山区·科技园,华商智慧,20-24K,"3-5年
本科",IT项目管理DB2Oracle
java,深圳·南山区·科技园,云估价,15-20K·13薪,"3-5年
本科",Java开发经验Java分布式系统开发经验Redis
Java,深圳·南山区·科技园,智道智科,15-25K,"3-5年
大专",分布式技术容器技术SpringSpringCloudRedis
JAVA,深圳·宝安区,秀驿国际,7-14K,"经验不限
学历不限",Java
Java,深圳,深圳市微智体,10-14K,"1-3年
本科",JavaPython多线程SpringHibernate大数据
Java,深圳·龙华区·民治,夹竹桃科技,15-20K·13薪,"3-5年
大专",后端工程师SpringMyBatisMySQLJava开发经验
Java,深圳·南山区·蛇口,迪聚海思,6-8K,"经验不限
大专",SpringBootSpringCloudMongoDBRedis后端开发
Java,深圳·宝安区·西乡,环球动力,15-16K,"1-3年
本科",数据结构
Java,深圳·南山区·深圳湾,蚂蚁金服,20-40K,"3-5年
本科",数据库系统架构Java
Java,深圳·南山区·后海,涂鸦智能,15-30K,"经验不限
本科",分布式技术MySQLDBA人工智能物联网
Java,深圳·南山区·科技园,中焯,20-25K,"3-5年
本科",数据仓库数据库开发移动端SQLJava
Java,深圳·福田区·岗厦,芥子大数,13-16K,"3-5年
大专",MVC开发SpringSpringBootRedisMybatis
Java,深圳·宝安区·桃源居,威富视界,15-25K,"1年以内
本科",Java后端开发数据库
Java,深圳·南山区·科技园,快手,20-40K·16薪,"3-5年
本科",JavaSpringMVC开发SQLMySQL后端开发
java,深圳·宝安区·固戍,海柔创新科技有限公司,15-30K·13薪,"5-10年
本科",分布式技术MVC开发数据结构消息队列网络编程
Java,深圳·南山区·南山中心,海视安,15-20K,"3-5年
本科",SQLSpringBootSpringCloud中级软件工程师
Java,深圳·南山区·科技园,盛维科技,12-13K,"3-5年
本科",JavaC#数据采集
Java,深圳·南山区·科技园,声扬科技,15-16K,"3-5年
本科",Spring
Java,深圳·龙华区·大浪,飞鸿科通信技术,2-3K,"1-3年
大专",Java
Java,深圳·罗湖区·园岭,国信证券,20-40K,"3-5年
本科",Java开发经验Java全栈工程师CSSHibernate
Java,深圳,华泰证券,20-40K·18薪,"5-10年
硕士",SpringBoot高级软件工程师架构师数据中台消息队列
JAVA,深圳·福田区·福田保税区,叽喳科技,18-19K·13薪,"1-3年
本科",JavaJavaScriptSQLSpringMySQLOracle
Java,深圳·宝安区·西乡,递四方,20-40K,"5-10年
大专",分布式技术多线程MVC开发Spring架构师
Java,深圳·福田区·福田保税区,深圳市千寻计算机...,10-11K,"3-5年
本科",微服务架构Java后端开发移动端GITSVN
Java,深圳·龙岗区·坂田,华为,20-40K·16薪,"经验不限
本科",Java后端开发软件工程师计算机软件PC端
java,深圳·福田区·新洲,法本,10-12K,"3-5年
本科",Java计算机/软件工程相关经验Java开发经验
Java,深圳·福田区·车公庙,龙优汇电子,10-11K,"1-3年
大专",后端工程师JavaSpringMyBatisJava开发经验
Java,深圳·南山区·深圳湾,深圳市灵智数字科...,13-14K,"经验不限
大专",SQL消息队列SpringBootSpringRedisCSS
Java,深圳·光明区·圳美,博亿科技,8-13K,"1年以内
大专",PythonPHP软件工程师WEB开发
Java,深圳·宝安区·宝安机场,跨越速运集团有限公司,27-35K·14薪,"5-10年
大专",NoSQLMySQL架构师微服务架构Redis后端开发
Java,深圳·福田区·梅林,货拉拉科技,15-30K·14薪,"经验不限
本科",分布式技术Spring后端开发服务器端开发
Java,深圳·南山区·科技园,图灵机器人,14-28K·13薪,"3-5年
本科",HTML
Java,深圳·福田区·景田,中汇联信,15-16K,"5-10年
硕士",多线程微服务架构
Java,深圳·福田区·会展中心,长城证券,15-30K·16薪,"5-10年
本科",Java开发经验Java分布式系统开发经验
Java,深圳·龙华区·深圳北站,mongoso,15-16K,"1-3年
大专",Shell
Java,深圳·南山区·科技园,烽火通信,11-20K·13薪,"经验不限
本科",后端开发全栈开发Linux软件工程师Spring
Java,深圳·龙岗区·坂田,华为终端,15-30K·15薪,"经验不限
硕士",SQL全栈开发后端开发SpringBootSpringCloud
Java,深圳·南山区·科技园,维迪特,15-25K,"3-5年
大专",后端开发Java数据库
Java,深圳·南山区·西丽,小木,11-18K,"3-5年
本科",JavaSpringDubbo分布式技术容器技术MySQL
Java,深圳·龙华区·龙华,得帆信息,10-15K,"3-5年
本科",后端工程师全栈工程师架构师JavaSpringMyBatis
java,深圳·南山区·西丽,晓多科技,15-25K,"经验不限
大专",消息队列数据结构
Java,深圳·龙华区·观澜,深圳市卓田电子有...,15-20K,"5-10年
学历不限",高级软件工程师
Java,深圳·罗湖区·笋岗,普盛网络,9-18K,"3-5年
本科",数据库后端开发Java
Java,深圳·龙岗区·坂田,华为,15-30K·15薪,"在校/应届
本科",后端工程师全栈工程师JavaSpringJavaScript
Java,深圳·南山区·南头,宇飞国际,20-30K,"3-5年
本科",JavaSQLSpring网络协议MySQLRedisDubbo
Java,深圳·宝安区·新安,捷润软件,30-40K,"3-5年
本科",JavaSpringMyBatis全栈工程师大数据处理经验
Java,深圳·南山区·科技园,吉兰丁智能科技,12-20K·13薪,"3-5年
本科",SQL后端开发SpringBootSpringSpringMVCMySQL
Java,深圳·南山区·科技园,格创东智,15-30K,"3-5年
本科",容器技术SpringMySQL后端开发人工智能
Java,深圳·南山区·南头,新联国际,15-25K,"3-5年
本科",后端开发Java搜索
Java,深圳·福田区·车公庙,智慧魔方,10-20K,"经验不限
中专/中技",后端开发
Java,深圳·龙岗区·平湖,聚供云,15-17K,"3-5年
本科",全栈工程师JavaMySQLRedisJava开发经验
Java,深圳·罗湖区·国贸,帮游旅行网,10-13K·13薪,"1-3年
本科",JavaSQL分布式技术MVC开发服务器配置Spring
Java,深圳·南山区·科技园,乐信集团,25-50K·16薪,"3-5年
本科",不限后端工程师JavaSpringRedis
Java,深圳·福田区·会展中心,德科信息,13-22K,"3-5年
本科",后端工程师全栈工程师无留学背景偏好RedisJava
Java,深圳·南山区·科技园,华思软件,10-15K,"1-3年
本科",后端工程师全栈工程师JavaMyBatisJavaScript
Java,深圳·龙华区·龙华,富士康,15-25K,"3-5年
本科",数据BIJava
Java,深圳·宝安区·西乡,深圳艺牛,15-23K,"3-5年
本科",微服务架构负载均衡技术高级软件工程师后端开发
Java,深圳·南山区·西丽,博思,15-20K,"3-5年
本科",SQLCSS分布式技术多线程Socket技术Spring
Java,深圳·南山区·西丽,洋贸电子,12-18K,"3-5年
本科",JavaSpring
Java,深圳·龙华区·龙华,深圳埃喽漫屋贸易,5-10K,"经验不限
学历不限",Java开发经验JavaMySQL后端工程师Spring
JAVA,深圳·南山区·大冲,知学云科技,15-25K,"3-5年
本科",JavaSpringdubbo微服务分布式
Java,深圳·福田区·华强南,大摩登,10-15K,"3-5年
本科",后端开发微服务架构全栈开发
Java,深圳·福田区·梅林,小熊U租,15-20K·13薪,"3-5年
本科",SQL分布式技术多线程RedisMySQLSpringBoot
Java,深圳·宝安区·新安,星算科技,12-18K·13薪,"3-5年
本科",后端开发全栈开发服务器端开发企业级应用开发
Java,深圳·龙华区·龙华,智无双,10-12K,"1-3年
本科",Java网络爬虫技术ERP
Java,深圳·罗湖区·莲塘,深圳市龙岗区芸鑫...,3-8K·14薪,"在校/应届
大专",JavaSpringMyBatis
JAVA,深圳·福田区·车公庙,般诺智能,9-12K,"1-3年
本科",JavaJava开发经验
Java,深圳·龙岗区·坂田,西墨智慧,13-26K,"经验不限
大专",Java后端开发微服务架构网络编程系统集成工程师
Java,深圳·南山区·科技园,今日头条,20-40K,"3-5年
本科",软件工程师后端开发LinuxSpringBootMySQL
Java,深圳·福田区·园岭,赛赛高新,15-30K,"3-5年
本科",SpringOracle架构师SQL
Java,深圳·福田区·下沙,汇联金创,8-15K,"3-5年
本科",JavaAndroid后端开发
Java,深圳·龙华区·龙华,威顺实业,12-15K,"1-3年
学历不限",后端开发MySQLPHP
Java,深圳·龙华区·民治,主旋律网络科技,15-16K,"1-3年
学历不限",分布式技术RedisMongoDB服务器配置微服务架构
Java,深圳·福田区·购物公园,紫川软件,11-19K,"3-5年
本科",Java分布式技术后端工程师Spring
Java,深圳·龙华区·龙华,申石软件,9-14K,"3-5年
本科",SQLIDEA中级软件工程师Linux后端开发MySQL
Java,深圳·南山区·科技园,链享云,10-11K,"经验不限
本科",后端开发
Java,深圳·龙华区·民治,蘑菇投,15-25K,"3-5年
本科",中级软件工程师高级软件工程师后端开发
Java,深圳·南山区·科技园,比飞科技,30-60K,"5-10年
本科",高并发低延迟分布式事务
Java,深圳·南山区·科技园,思微服,10-15K·13薪,"1-3年
本科",Java
Java,深圳·罗湖区·国贸,未来动力网,12-19K·14薪,"3-5年
本科",SQL服务器配置SpringSpringMVCHibernate
Java,深圳·宝安区·沙井,猴子水帘洞,10-11K,"1年以内
本科",Java后端开发解决方案
Java,深圳·宝安区·新安,深圳优尼,8-13K,"1-3年
本科",JavaSpringDubboMybatis分布式技术MVC开发
Java,深圳·龙华区·民治,深圳希丝科技有限公司,6-7K,"1-3年
本科",音视频编解码
JAVA,深圳,谊海科技,14-19K,"5-10年
大专",SQL分布式技术多线程SpringSpringMVCDubbo
Java,深圳·龙岗区·坂田,深圳市叁生物联科技,20-30K,"10年以上
硕士",全栈工程师JavaMyBatisC/C++
Java,深圳·南山区·科技园,麦哲数科,12-18K,"3-5年
本科",JavaSQL分布式技术微服务架构SpringDubbo
java,深圳·福田区·梅林,十金,9-14K,"1-3年
本科",CRMCSSShellJavaWebpack小程序
Java,深圳·龙华区·龙华,正业亿家,5-10K,"1年以内
本科",后端开发数据库系统架构
Java,深圳·盐田区·沙头角,筑智通,16-22K·13薪,"3-5年
本科",分布式技术后端开发高级软件工程师
Java,深圳·南山区·科技园,格隆汇,10-15K·13薪,"1-3年
本科",JavaSpringMyBatis
Java,深圳·福田区·沙尾村,华澳集团,8-12K,"1-3年
本科",HTMLCSS后端开发SQL微服务架构
Java,深圳·南山区·科技园,比巴科技,10-12K,"1-3年
本科",服务器配置SQL后端开发Linux软件工程师
Java,深圳·龙岗区·坂田,信生软件,10-15K·13薪,"3-5年
本科",分布式技术微服务架构SpringHibernateSpringBoot
Java,深圳·南山区·前海,古风文化科技,15-16K,"1-3年
硕士",微服务架构中级软件工程师全栈开发SpringBoot
Java,深圳·南山区·科技园,深圳知路物联科技,20-30K,"3-5年
本科",分布式技术微服务架构SpringCloudRedis架构师
Java,深圳·福田区·车公庙,质简科技,9-14K·13薪,"3-5年
本科",PythonMVC开发MySQLSpringSQL后端开发
Java,深圳·龙岗区·李朗聚星商城,深圳图云科技有限公司,12-20K·13薪,"3-5年
本科",后端工程师全栈工程师无留学背景偏好JavaSpring
Java,深圳·南山区·西丽,宇创时代,15-18K,"1-3年
本科",后端工程师JavaSpringMyBatis
Java,深圳·宝安区·西乡,JUNO,18-19K·13薪,"经验不限
本科",高级软件工程师后端开发SpringBootNettyMaven
Java 开发,深圳·南山区·海岸城,LAZADA,30-60K·14薪,"经验不限
本科",Java
Java 开发工程师,深圳·龙岗区·坂田,华为,15-30K·16薪,"经验不限
本科",分布式技术服务器配置微服务架构容器技术Spring
java 高级工程师,深圳·宝安区·福永,永福顺,20-30K·16薪,"5-10年
本科",JavaJavaScriptHTML分布式技术微服务架构
JAVA 中级开发工程师,深圳·南山区·科技园,CLAIMATIC,13-20K,"3-5年
本科",服务器配置Linux后端开发SpringMySQL
Java 软件开发工程师,深圳·龙岗区·坂田,华为,15-25K·14薪,"经验不限
本科",分布式技术服务器配置微服务架构消息队列Spring
资深 Java 开发 / Java 技术专家,杭州,上海钧正网络科技,20-40K,"经验不限
本科",分布式技术多线程微服务架构MySQLRedis
java Architect,杭州·西湖区·古荡,有赞,25-45K,"3-5年
本科",Java
java 开发,杭州·西湖区·西溪,蚂蚁金服,25-50K,"3-5年
本科",后端工程师JavaJava开发经验中大型项目架构设计经验
Java 开发,杭州·余杭区·仓前,阿里巴巴集团,15-30K,"3-5年
本科",Java
Java 工程师,杭州·余杭区·五常,斑马网络,20-40K·15薪,"3-5年
本科",分布式技术微服务架构SpringSpringBootNetty
Java 工程师,杭州·余杭区·五常,大搜车,13-25K,"3-5年
本科",Java
Java web专家,杭州·余杭区·仓前,阿里集团,25-50K,"3-5年
本科",Java
Java 阿里巴巴,杭州·余杭区·五常,天猫,20-30K,"在校/应届
本科",Java开发经验Java大数据处理经验微服务架构多线程
JAVA 工程师,杭州·西湖区·文二路,杭州星辰,18-35K,"3-5年
本科",多线程SpringRedisNoSQLMongoDB
Java 开发专家,杭州·余杭区·仓前,微脉,20-40K,"5-10年
本科",Java后端开发系统架构
JAVA 风控,杭州·西湖区·西湖,支付宝信息技术公司,30-60K·16薪,"3-5年
本科",Java风控
Java 专家,杭州·滨江区·长河,网易杭州,23-45K,"5-10年
本科",JavaSpring分布式技术Dubbo微服务架构
java 开发,杭州·上城区·火车东站,礁石科技,10-15K,"1-3年
本科",CSS分布式技术MVC开发负载均衡技术Spring
java 工程师,杭州·余杭区·未来科技城,哈雅科技,14-25K·13薪,"1-3年
本科",Java后端开发软件工程师
Java 高级/资深/专家,杭州·西湖区·文二路,得物App,25-50K·16薪,"3-5年
本科",后端工程师Java中大型项目架构设计经验
