,name,site,company,salary,eduBackground,experience,techRequire
245,JAVA leader,上海·浦东新区·花木,掘新科技,25714.0,本科,5-10年,后端工程师架构师JavaSpringJava开发经验
246,Java developer,上海·浦东新区·张江,中数通,21500.0,本科,1-3年,Java
247,Java go,上海·闵行区·虹桥,上海寻麓企业管理中心,7500.0,本科,3-5年,微服务架构PHP
248,Java 研发,上海·静安区·汶水路,sungcor,10714.0,本科,3-5年,SpringSpringMVCSpringCloudSpringBootMySQL
249,Java -上海,上海·浦东新区·陆家嘴,武汉佰钧成技术,15000.0,本科,1-3年,Spring
250,JAVA 程序员,上海·普陀区·长征,针知运,7500.0,本科,经验不限,SQL
251,java 工程师,上海·浦东新区·迪士尼,彦冕信息科技,10500.0,大专,1-3年,分布式技术DubboSpringMVCMybatisRedis
252,java 工程师,上海·杨浦区·东外滩,龙渐集团,17000.0,本科,3-5年,后端工程师JavaSpring
253,java 中级开发,上海·虹口区·大柏树,盛奕数字,10714.0,本科,1-3年,SQL服务器配置微服务架构SpringRedisLinux
254,JAVA -上海,上海·长宁区·中山公园,北京朗杰,18000.0,本科,3-5年,CSS微服务架构负载均衡技术分布式技术架构师
255,Sr. Java,上海·浦东新区·塘桥,花旗金融,30000.0,本科,5-10年,SpringJava数据库
256,Java 工程师,上海·嘉定区·江桥,咨果科技,10714.0,本科,3-5年,JavaJavaScriptHTMLShellTypeScript
257,Java Developer,上海·徐汇区·徐家汇,上海德萨科电子技...,17142.0,本科,1-3年,容器技术网络协议SpringEclipseFrameworkGIT
258,Java 后端,上海·浦东新区·陆家嘴,融航信息,15500.0,本科,1-3年,SpringHibernateStruts计算机软件SQLoracle
259,Java leader,上海·嘉定区·安亭,上汽集团,34285.0,本科,5-10年,微服务架构负载均衡技术消息队列多线程架构师
260,Java Engineer,上海·黄浦区·人民广场,尼尔森IQ,12428.0,本科,5-10年,SQLPython分布式技术SpringHibernateSpringBoot
261,JAVA 后端技术开发,上海·杨浦区·东外滩,傲彭斯科技,12500.0,大专,3-5年,SpringSpringBootSpringCloudMySQLWEB开发
262,JAVA WEB工程师,上海·宝山区·大华,真聂思楼宇,19285.0,本科,3-5年,JavaSpringMVC开发Linux数据库开发分布式技术
263,Senior Java Developer,上海·徐汇区·漕河泾,DigiBridge,30000.0,大专,5-10年,Java后端开发前端开发
264,Java 后台开发,上海·长宁区·仙霞,上海阔程,12500.0,本科,3-5年,Java后端开发Javascript
265,Java 工程师,上海·长宁区·北新泾,购信,15000.0,本科,3-5年,JavaJavascript
266,JAVA 工程师,上海·杨浦区·五角场,经数科技,10714.0,本科,3-5年,JavaMongoDBMySQL
267,Java 工程师,上海·普陀区·桃浦,小蜜蜂供应链,15000.0,大专,3-5年,JavaSpringBoot后端开发
268,java (双休＋大厂＋稳定）,上海·杨浦区·东外滩,纬创软件,17000.0,本科,3-5年,Spring多线程分布式
269,Java 中高级开发,上海·长宁区·中山公园,八诀品牌管理,17571.0,本科,3-5年,后端工程师GITLinux微服务架构SpringMVCSpring
270,Java 技术专家,上海·浦东新区·张江,叮咚买菜,30000.0,本科,5-10年,分布式技术数据结构Spring后端开发架构师
271,java 工程师,上海·长宁区·新华路,秉坤,15000.0,本科,3-5年,Java
272,Java 技术leader,上海,小果科技,22500.0,本科,3-5年,SQLHTMLCSSSpringSpringBootSpringMVC
273,java 工程师,上海·徐汇区·徐家汇,琦亿科技,18000.0,大专,3-5年,多线程微服务架构网络协议MVC开发SpringDubbo
274,Java 开发工程师,上海·浦东新区·张江,上海宝云网络,20000.0,本科,1-3年,SQL分布式技术SpringBootSSMSpringCloud
275,Java 开发工程师,上海,携程旅行网,22500.0,本科,3-5年,Java后端开发
276,Java 开发工程师,上海·浦东新区·临港,特斯拉 Tesla,52500.0,本科,10年以上,Java
277,JAVA 技术合伙人,上海·普陀区·长征,七致,20000.0,本科,3-5年,分布式技术消息队列容器技术saas
278,Java 开发工程师,上海·松江区·新桥,巨人网络,25714.0,本科,3-5年,微服务架构中级软件工程师高级软件工程师容器技术
279,Java 后端开发,上海,剧嗨,15000.0,本科,3-5年,SQL分布式技术多线程微服务架构Hibernate
280,JAVA Web工程师,上海·浦东新区·张江,宜氪数据科技,10500.0,本科,1-3年,JAVASpringBootHTMLCSSSQL
281,后端开发 java,上海·长宁区·中山公园,九脉信息,13285.0,本科,5-10年,MySQL后端开发数据结构高级软件工程师架构师
282,Java 初中高～,上海·浦东新区·塘桥,新致软件,20000.0,本科,3-5年,Oracle分布式技术多线程微服务架构SpringBoot
283,Senior Java Engineer,上海·静安区·南京西路,Farfetch,35000.0,本科,5-10年,Java开发经验Java留学生优先服务器端开发
284,Advanced Java engineer,上海·闵行区·浦江,KEBA,15000.0,本科,3-5年,Linux通信Java
285,java 架构师,上海·徐汇区·漕河泾,上海爱可生,21500.0,本科,5-10年,JavaJavaScriptSpringHibernateJQueryStruts
286,高级 Java 工程师,上海·普陀区·长风,上海六坊信息科技,22500.0,本科,5-10年,Java
287,Java 高级工程师,上海·浦东新区·张江,汉器,15428.0,大专,3-5年,分布式技术服务器配置微服务架构SpringSpringMVC
288,Java 开发工程师,上海·徐汇区·漕河泾,中科创达,14500.0,本科,3-5年,JavaDubbo、Strust2SpringMVC金融
289,Java 软件工程师,上海·浦东新区·金桥,华为,22714.0,本科,经验不限,后端工程师JavaC/C++计算机/软件工程相关经验
290,Software Engineer - Java,上海·浦东新区·三林,默克,19285.0,本科,3-5年,JavaSQLSpringHibernateMVC开发服务器配置
291,Java 开发工程师,上海·浦东新区·三林,英鹿科技,10500.0,大专,3-5年,JavaJavascript系统架构
292,java 开发工程师,上海·浦东新区·陆家嘴,上海熊芯信息技术...,15000.0,学历不限,3-5年,SpringSpringMVCMySQLMVC开发OracleGIT
293,日语 Java 前端,上海·浦东新区·陆家嘴,励安,15000.0,本科,3-5年,HTMLCSSWEB开发微服务架构js 前端 日语
294,JAVA WEB工程师,上海·浦东新区·北蔡,悦程信息技术,10714.0,本科,经验不限,MVC开发Spring
295,Java 开发经理,上海·浦东新区·三林,金涸,50000.0,本科,5-10年,后端工程师系统架构设计JVM 调优中台建设
296,java 高级开发工程师,上海·普陀区·长寿路,比特时氪,17142.0,本科,3-5年,Java
297,Java 高级开发工程师,上海·宝山区·高境,琅琛信息,20500.0,大专,5-10年,Java全栈工程师团队管理经验SOA
298,Java 高级&资深&技术专家,上海·宝山区·淞南,微盟,32142.0,本科,5-10年,分布式技术数据结构消息队列后端开发
299,Java 高级开发工程师,上海·徐汇区·田林,上海电气集团数字...,25714.0,本科,5-10年,SQL微服务架构容器技术分布式技术多线程
300,Java 开发工程师,上海·徐汇区·龙华,上海有条不紊信息科技,16000.0,本科,1-3年,Java
301,Java 开发工程师,上海·普陀区·桃浦,上海助医,18428.0,本科,3-5年,SpringRedisGITSpringBoot后端开发Java
302,Java 软件工程师,上海·虹口区·周家嘴路,更创智能,10500.0,大专,1-3年,Java前端开发Javascript
303,Java 高级工程师,上海·虹口区·周家嘴路,得物App,25714.0,学历不限,经验不限,Java后端开发
304,JAVA 开发工程师,上海·闵行区·浦江,马库科技,9000.0,大专,1-3年,软件工程师MySQLJavaScriptIOSAndroid小程序
305,Java 开发工程师,上海·浦东新区·张江,上海智目科技有限公司,17500.0,本科,1-3年,后端开发架构师高级软件工程师
306,JAVA 开发工程师,上海,ADS,12857.0,本科,1-3年,JavaSQLHTMLCSSJavaScriptPythonC#
307,JAVA 初级工程师,上海·闵行区·浦江,创度软件,9500.0,本科,在校/应届,数据结构SpringSpringBoot
308,Sr. JAVA Software Engineer,上海·黄浦区·打浦桥,Airwallex,36428.0,本科,5-10年,JavaCSSPythonScalaKotlin
309,Java 开发工程师,上海·浦东新区·世纪公园,WeMeet 会多多,20000.0,本科,5-10年,负载均衡技术分布式技术消息队列多线程架构师
310,Java 软件工程师,上海·徐汇区·徐家汇,华广生物,6428.0,大专,1-3年,SQL多线程网络协议SpringHibernateStrutsSSH
311,Java & Web Developer,上海,爱克发医疗科技,18000.0,本科,1-3年,后端开发JavaSQLHibernateAPIJava-EEFHIR
312,Java 开发工程师,上海·浦东新区·康桥,上海戊实,22500.0,大专,3-5年,Java分布式技术SpringRedisMemcachedLinux
313,Java 算法工程师,上海·静安区·火车站,栈略数据,25714.0,本科,5-10年,Java后端开发机器学习
314,资深 java 工程师,上海·长宁区·古北,拼多多,45000.0,本科,3-5年,JavaMYSQLRedis
315,java 开发工程师,上海·浦东新区·张江,阅文集团,22500.0,本科,3-5年,后端开发微服务高并发
316,高级 Java 工程师,上海·浦东新区·张江,成同网络,26000.0,本科,5-10年,后端工程师JavaMySQLRedisJava开发经验
317,JAVA 开发,上海·徐汇区·龙华,睿天信息,13500.0,本科,3-5年,Java后端开发Javascript
318,JAVA DEVELOPER,上海·浦东新区·世纪公园,沃纳国际物流,15000.0,本科,5-10年,JavaJavascript
319,JAVA 资深/专家开发工程师,上海·闵行区·莘庄,上海钧正网络科技,34285.0,本科,5-10年,分布式技术服务器配置微服务架构负载均衡技术
320,Java web开发工程师,上海·普陀区·长风,探梦纪,13500.0,本科,1-3年,SQL数据结构SpringBootSpringCloudMySQL
321,高级 Java 后端工程师,上海·黄浦区·淮海路,维万广告,20000.0,本科,1-3年,JavaPythonMYSQL
322,java web开发工程师,上海·普陀区·光新,众毅工控,12500.0,本科,3-5年,Java后端开发SpringBootSpringCloudIDEAMySQL
323,JAVA WEB开发工程师,上海·长宁区·仙霞,上海呈祥,8500.0,本科,1-3年,Web前端前端开发后端开发
324,Java 中级开发工程师,上海·长宁区·仙霞,七云网络,13285.0,本科,1-3年,后端工程师JavaSpringMyBatis
325,Java 高级研发工程师,上海·浦东新区·张江,擎刚智能,22500.0,本科,5-10年,Shell微服务架构数据结构消息队列算法基础
326,Java 高级开发工程师,上海·浦东新区·张江,安睦来,19714.0,本科,3-5年,后端工程师JavaSpring
327,java web开发工程师,上海·浦东新区·源深,上海海硕士软件有...,9500.0,大专,1-3年,SQLCSSSpringVUE全栈全栈开发HTML
328,Java 软件开发工程师,上海·杨浦区·五角场,实地信息,8571.0,本科,1-3年,Java开发经验JavaJavaScriptMyBatis后端工程师
329,Java 程序开发工程师,上海·静安区·彭浦镇,上海零三科技,10714.0,大专,1-3年,SQLHTMLCSSSpringStrutsOracleSVN
330,Java Web开发工程师,上海·嘉定区·江桥,上海典通,20500.0,本科,5-10年,架构师软件工程师Web端
331,Java 资深/高级工程师,上海·长宁区·北新泾,携程旅行网,25714.0,本科,3-5年,高级软件工程师架构师OTA
332,java 中级开发工程师,上海,上海比程,11000.0,本科,3-5年,后端工程师MavenGITNoSQLMySQLSpringBoot
333,JAVA 工程师,上海·浦东新区·周浦,云禾信息,9500.0,本科,3-5年,JavaJavascriptHTML
334,Java Developer - Java开发工程师,上海·静安区·曹家渡,鼎骏软件,10500.0,大专,1-3年,计算机软件
335,Java 软件工程师 开发工程师,上海·嘉定区·江桥,视展科技,10500.0,大专,3-5年,HTMLCSS多线程服务器配置网络协议MVC开发
336,Java 资深开发工程师-平台技术,上海·长宁区·仙霞,仙豆智能,21428.0,本科,5-10年,HTML多线程微服务架构后端开发高级软件工程师
337,Java Web开发工程师,上海·黄浦区·外滩,DefyMedia,17500.0,学历不限,1-3年,Java后端开发HTML/CSS
338,Java 后端开发工程师,上海·长宁区·北新泾,携程旅行网,22500.0,本科,3-5年,Java后端开发数据库
339,Java 软件开发工程师,上海·闵行区·虹桥,维知科技,15000.0,大专,经验不限,SpringJavaHibernate
340,实习 JAVA 研发/开发工程师,上海·浦东新区·曹路,嘉洪信息,4000.0,本科,经验不限,SQLSpringSpringCloudSpringBoot后端开发
341,游戏主程序（UNITY3D JAVA 后端程序）,上海·宝山区·庙行,上海能登,22500.0,本科,3-5年,Java后端开发Unity3D
342,Java Web 开发工程师,上海·闵行区·梅陇,见行信息,12500.0,本科,1-3年,全栈工程师JavaSpringMyBatisJava开发经验JSP
343,Java 高级研发工程师（上海）,上海·徐汇区·田林,NewsBreak,38571.0,本科,3-5年,JavaPHPPython
344,java 后端开发工程师,上海·浦东新区·陆家嘴,初九数据,14000.0,大专,3-5年,Java
345,Java 开发工程师（第三方）,上海·浦东新区·张江,北京百度网讯有限公司,18000.0,本科,经验不限,JavaSpringMySQL
346,Modelica 平台 Java 工程师,上海·浦东新区·张江,邦定智慧,19285.0,本科,3-5年,架构师
347,Java 后端工程师--OD岗位,上海·浦东新区·金桥,华为云计算,17142.0,本科,1-3年,微服务架构负载均衡技术多线程后端开发MySQL
348,Senior Java Developer,上海·杨浦区·五角场,IBM,20571.0,本科,5-10年,后端工程师JavaJava开发经验中大型项目架构设计经验
349,Cloud Java Engineer,上海·闵行区·静安新城,Lixil,16000.0,本科,3-5年,Java
350,Java Developer_美资Java开发工程师,上海·浦东新区·张江,德泰信息技术（上...,15000.0,本科,3-5年,Java数据库
351,JAVA 开发工程师,上海·浦东新区·金桥,上海银帆信息科技,14571.0,本科,3-5年,SQLMVC开发服务器配置网络协议网络编程
352,高薪 双休 Java,上海·浦东新区·唐镇,百家智联,15000.0,本科,1-3年,SQLHTML多线程微服务架构MVC开发Spring
353,Java 公共服务资深工程师,上海·闵行区·南方商城,途虎养车,27857.0,本科,5-10年,容器技术消息队列数据结构架构师初级软件工程师
354,Java 美团/线上面试,上海·杨浦区·东外滩,法本,14142.0,本科,3-5年,后端工程师Java计算机/软件工程相关经验
355,JAVA WEB 工程师,上海·闵行区·七宝,立岳科技,16000.0,本科,3-5年,JavaSQLPythonShellPerlSpringHibernate
356,JAVA 开发工程师,上海·浦东新区·张江,讯联,18000.0,本科,3-5年,后端开发Java
357,JAVA 开发工程师,上海·徐汇区·康健,微联天宜,17000.0,本科,3-5年,微服务架构SpringSpringCloudRedisOracleNoSQL
358,后端工程师 JAVA,上海·普陀区·武宁,微电子设计,16000.0,学历不限,3-5年,Javaspring
359,Java 开发工程师,上海·长宁区·仙霞,家育汇康,16000.0,本科,1-3年,Java后端开发数据库
360,Java,上海·杨浦区·新江湾城,云砥,10714.0,本科,1-3年,AndroidSpringBootSpringSpringMVCNoSQL
361,Java,上海·嘉定区·嘉定镇,普希金信息技术,15500.0,本科,3-5年,微服务架构服务器端开发
362,Java,上海·浦东新区·张江,瞬联科技,19714.0,本科,3-5年,后端工程师留学生优先Java英美留学生澳加留学生
363,Java,上海·徐汇区·田林,巡音网络,25000.0,本科,3-5年,Java游戏开发Unity3D
364,Java,上海·浦东新区·御桥,名质科技,19000.0,本科,1-3年,数据库后端开发Java
365,Java,上海,谙瑞信息,20500.0,大专,5-10年,JavaSQLMVC开发SpringHibernateStruts
366,Java,上海·黄浦区·人民广场,慧星智能科技,15500.0,大专,3-5年,Java服务器端开发Web端服务器配置
367,Java,上海·杨浦区·延吉,迪维思,15500.0,本科,1-3年,后端工程师Java
368,Java,上海·虹口区·曲阳,斐炫,7000.0,大专,1-3年,Java后端开发数据库
369,Java,上海·徐汇区·徐家汇,罕觏,10714.0,本科,1-3年,全栈工程师C/C++PythonJava
370,Java,上海·杨浦区·五角场,sumainfor,11500.0,本科,3-5年,JavaJavascript后端开发
371,Java,上海·长宁区·新华路,赣之云,17500.0,大专,3-5年,SpringBootSpringCloudSpringSpringMVCSSM
372,Java,上海·闵行区·南方商城,FinWood,47142.0,本科,10年以上,分布式技术多线程微服务架构算法基础多进程
373,Java,上海·长宁区·北新泾,慧培训,15000.0,大专,3-5年,JavaJavascript后端开发
374,Java,上海·浦东新区·塘桥,茄子快传,38571.0,本科,3-5年,Java分布式技术支付Spring后端开发架构师
375,Java,上海·浦东新区·唐镇,博源华洋,15000.0,大专,3-5年,JavaCore java
